IFF,Internationa Flavors & Fragrances Inc. Common Stock,Basic Industries,Major Chemicals
ORAN,Orange,Public Utilities,Telecommunications Equipment
ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.,Transportation,Trucking Freight/Courier Services
NTR,Nutrien Ltd. Common Shares,Basic Industries,Agricultural Chemicals
HLT,Hilton Worldwide Holdings Inc. Common Stock ,Consumer Services,Hotels/Resorts
HSY,The Hershey Company Common Stock,Consumer Non-Durables,Specialty Foods
YUM,Yum! Brands Inc.,Consumer Services,Restaurants
MSI,Motorola Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
LUV,Southwest Airlines Company Common Stock,Transportation,Air Freight/Delivery Services
IBKR,Interactive Brokers Group Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
VRSK,Verisk Analytics Inc. Common Stock,Technology,EDP Services
BBY,Best Buy Co. Inc. Common Stock,Consumer Services,Consumer Electronics/Video Chains
CNQ,Canadian Natural Resources Limited Common Stock,Energy,Oil & Gas Production
CHT,Chunghwa Telecom Co. Ltd.,Public Utilities,Telecommunications Equipment
RPRX,Royalty Pharma plc Class A Ordinary Shares ,Health Care,Major Pharmaceuticals
DHI,D.R. Horton Inc. Common Stock,Capital Goods,Homebuilding
SWKS,Skyworks Solutions Inc. Common Stock,Technology,Semiconductors
ADM,Archer-Daniels-Midland Company Common Stock,Consumer Non-Durables,Packaged Foods
AFRM,Affirm Holdings Inc. Class A Common Stock,Miscellaneous,Business Services
W,Wayfair Inc. Class A Common Stock,Consumer Services,Catalog/Specialty Distribution
LEN,Lennar Corporation Class A Common Stock,Basic Industries,Homebuilding
PEG,Public Service Enterprise Group Incorporated Common Stock,Public Utilities,Power Generation
SBAC,SBA Communications Corporation Class A Common Stock,Consumer Services,Real Estate Investment Trusts
AWK,American Water Works Company Inc. Common Stock,Public Utilities,Water Supply
BLL,Ball Corporation Common Stock,Consumer Durables,Containers/Packaging
RMD,ResMed Inc. Common Stock,Health Care,Medical/Dental Instruments
ES,Eversource Energy (D/B/A) Common Stock,Public Utilities,Electric Utilities: Central
MCK,McKesson Corporation Common Stock,Health Care,Other Pharmaceuticals
RSG,Republic Services Inc. Common Stock,Public Utilities,Environmental Services
ETSY,Etsy Inc. Common Stock,Miscellaneous,Business Services
WLTW,Willis Towers Watson Public Limited Company Ordinary Shares,Finance,Specialty Insurers
ZS,Zscaler Inc. Common Stock,Technology,EDP Services
DFS,Discover Financial Services Common Stock,Finance,Finance: Consumer Services
GLW,Corning Incorporated Common Stock,Basic Industries,Telecommunications Equipment
MTD,Mettler-Toledo International Inc. Common Stock,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNTX,BioNTech SE American Depositary Share,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PXD,Pioneer Natural Resources Company Common Stock,Energy,Oil & Gas Production
ROK,Rockwell Automation Inc. Common Stock,Capital Goods,Industrial Machinery/Components
NWG,NatWest Group plc American Depositary Shares,Finance,Commercial Banks
CPRT,Copart Inc. (DE) Common Stock,Consumer Durables,Automotive Aftermarket
SWK,Stanley Black & Decker Inc. Common Stock,Capital Goods,Industrial Machinery/Components
SLF,Sun Life Financial Inc. Common Stock,Finance,Life Insurance
NET,Cloudflare Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
AZO,AutoZone Inc. Common Stock,Consumer Services,Other Specialty Stores
OTIS,Otis Worldwide Corporation Common Stock ,Energy,Consumer Electronics/Appliances
TU,Telus Corporation Ordinary Shares,Public Utilities,Telecommunications Equipment
AME,AMETEK Inc.,Capital Goods,Industrial Machinery/Components
DAL,Delta Air Lines Inc. Common Stock,Transportation,Air Freight/Delivery Services
SPLK,Splunk Inc. Common Stock,Technology,Computer Software: Prepackaged Software
WMB,Williams Companies Inc. (The) Common Stock,Public Utilities,Natural Gas Distribution
STNE,StoneCo Ltd. Class A Common Shares,Technology,EDP Services
FAST,Fastenal Company Common Stock,Consumer Services,RETAIL: Building Materials
LI,Li Auto Inc. American Depositary Shares,Capital Goods,Auto Manufacturing
SU,Suncor Energy  Inc. Common Stock,Energy,Integrated oil Companies
KEYS,Keysight Technologies Inc. Common Stock,Capital Goods,Industrial Machinery/Components
FRC,FIRST REPUBLIC BANK Common Stock,,
XP,XP Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
HRL,Hormel Foods Corporation Common Stock,Consumer Non-Durables,Meat/Poultry/Fish
WEC,WEC Energy Group Inc. Common Stock,Public Utilities,Power Generation
STT,State Street Corporation Common Stock,Finance,Major Banks
GMAB,Genmab A/S ADS,Health Care,Major Pharmaceuticals
VLO,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies
WELL,Welltower Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
WY,Weyerhaeuser Company Common Stock,Consumer Services,Real Estate Investment Trusts
SIVB,SVB Financial Group Common Stock,Finance,Major Banks
WCN,Waste Connections Inc. Common Shares,Public Utilities,Environmental Services
COUP,Coupa Software Incorporated Common Stock,Technology,Computer Software: Prepackaged Software
KKR,KKR & Co. Inc. Common Stock,Finance,Investment Managers
FTNT,Fortinet Inc. Common Stock,Technology,Computer peripheral equipment
EC,Ecopetrol S.A. American Depositary Shares,Energy,Oil & Gas Production
XM,Qualtrics International Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
KR,Kroger Company (The) Common Stock,Consumer Services,Food Chains
TEF,Telefonica SA Common Stock,Public Utilities,Telecommunications Equipment
DLTR,Dollar Tree Inc. Common Stock,Consumer Services,Department/Specialty Retail Stores
WORK,Slack Technologies Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
SIRI,Sirius XM Holdings Inc. Common Stock,Consumer Services,Broadcasting
YUMC,Yum China Holdings Inc. Common Stock,Consumer Services,Restaurants
EXAS,Exact Sciences Corporation Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ENPH,Enphase Energy Inc. Common Stock,Technology,Semiconductors
UMC,United Microelectronics Corporation (NEW) Common Stock,Technology,Semiconductors
AMP,Ameriprise Financial Inc. Common Stock,Finance,Investment Managers
ODFL,Old Dominion Freight Line Inc. Common Stock,Transportation,Trucking Freight/Courier Services
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy,Natural Gas Distribution
TSN,Tyson Foods Inc. Common Stock,Consumer Non-Durables,Meat/Poultry/Fish
MDB,MongoDB Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
PAYC,Paycom Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Consumer Non-Durables,Beverages (Production/Distribution)
EQR,Equity Residential Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
MXIM,Maxim Integrated Products Inc. Common Stock,Technology,Semiconductors
MT,Arcelor Mittal NY Registry Shares NEW,Basic Industries,Steel/Iron Ore
DKNG,DraftKings Inc. Class A Common Stock,Consumer Services,Services-Misc. Amusement & Recreation
MKC,McCormick & Company Incorporated Common Stock,Consumer Non-Durables,Packaged Foods
ANET,Arista Networks Inc. Common Stock,Technology,Computer Communications Equipment
AVB,AvalonBay Communities Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
CCL,Carnival Corporation Common Stock,Consumer Services,Marine Transportation
NOK,Nokia Corporation Sponsored American Depositary Shares,Technology,Radio And Television Broadcasting And Communications Equipment
CERN,Cerner Corporation Common Stock,Technology,EDP Services
RYAAY,Ryanair Holdings plc American Depositary Shares,Transportation,Air Freight/Delivery Services
YNDX,Yandex N.V. Class A Ordinary Shares,Technology,Computer Software: Programming Data Processing
CLX,Clorox Company (The) Common Stock,Consumer Durables,Specialty Chemicals
ED,Consolidated Edison Inc. Common Stock,Public Utilities,Power Generation
CAJ,Canon Inc. American Depositary Shares,Miscellaneous,Industrial Machinery/Components
GRMN,Garmin Ltd. Common Stock (Switzerland),Capital Goods,Industrial Machinery/Components
OXY,Occidental Petroleum Corporation Common Stock,Energy,Oil & Gas Production
RCI,Rogers Communication Inc. Common Stock,Consumer Services,Television Services
PCG,Pacific Gas & Electric Co. Common Stock,Public Utilities,Power Generation
CVAC,CureVac N.V. Ordinary Shares,Health Care,Major Pharmaceuticals
DTE,DTE Energy Company Common Stock,Public Utilities,Electric Utilities: Central
FNV,Franco-Nevada Corporation,Basic Industries,Precious Metals
NDAQ,Nasdaq Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
TLK,PT Telekomunikasi Indonesia Tbk,Public Utilities,Telecommunications Equipment
BKR,Baker Hughes Company Class A Common Stock,Energy,Metal Fabrications
ARE,Alexandria Real Estate Equities Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
FITB,Fifth Third Bancorp Common Stock,Finance,Major Banks
CCEP,Coca-Cola European Partners plc Ordinary Shares,Consumer Non-Durables,Beverages (Production/Distribution)
MGA,Magna International Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.
VRSN,VeriSign Inc. Common Stock,Technology,EDP Services
FTV,Fortive Corporation Common Stock ,Capital Goods,Industrial Machinery/Components
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,Consumer Services,Catalog/Specialty Distribution
AJG,Arthur J. Gallagher & Co. Common Stock,Finance,Specialty Insurers
CBRE,CBRE Group Inc Common Stock Class A,Finance,Real Estate
O,Realty Income Corporation Common Stock,Consumer Services,Real Estate Investment Trusts
ZBRA,Zebra Technologies Corporation Class A Common Stock,Technology,Industrial Machinery/Components
ZI,ZoomInfo Technologies Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
IAC,IAC/InterActiveCorp Common Stock,Consumer Services,Other Consumer Services
ABC,AmerisourceBergen Corporation Common Stock,Health Care,Other Pharmaceuticals
LH,Laboratory Corporation of America Holdings Common Stock,Health Care,Medical Specialities
SYF,Synchrony Financial Common Stock,Finance,Finance: Consumer Services
VTRS,Viatris Inc. Common Stock,Health Care,Major Pharmaceuticals
EPAM,EPAM Systems Inc. Common Stock,Technology,EDP Services
EIX,Edison International Common Stock,Public Utilities,Electric Utilities: Central
EFX,Equifax Inc. Common Stock,Finance,Finance: Consumer Services
DB,Deutsche Bank AG Common Stock,Finance,Major Banks
GSX,GSX Techedu Inc. American Depositary Shares three of which representing two Class A Ordinary Shares,Consumer Services,Other Consumer Services
UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
